price_id,stock_id,ticker,date,open,high,low,close,volume
P000687,S007,NVDA,2021-05-03,566.32,572.31,557.48,561.62,49468633
P000688,S008,META,2021-05-03,336.92,339.84,333.31,337.78,12204398
P000689,S001,AAPL,2021-05-04,186.6,189.2,184.51,187.07,31111227
P000690,S002,MSFT,2021-05-04,535.23,543.94,530.56,541.13,12256074
P000691,S003,TSLA,2021-05-04,244.35,247.26,239.8,241.79,81424055
P000692,S004,GOOGL,2021-05-04,178.58,181.66,178.13,181.19,29207075
P000693,S005,AMZN,2021-05-04,218.29,220.02,216.02,218.21,12786452
P000694,S006,JPM,2021-05-04,165.34,166.89,162.55,164.22,26264801
P000695,S007,NVDA,2021-05-04,561.5,567.05,558.56,565.94,62634397
P000696,S008,META,2021-05-04,337.13,343.62,333.22,341.84,31764927
P000697,S001,AAPL,2021-05-05,187.93,192.53,187.24,190.47,76274148
P000698,S002,MSFT,2021-05-05,537.78,544.9,532.8,540.63,51217844
P000699,S003,TSLA,2021-05-05,240.88,242.45,235.96,238.01,13762675
P000700,S004,GOOGL,2021-05-05,182.36,183.13,180.54,181.26,85043415
P000701,S005,AMZN,2021-05-05,218.32,220.19,215.6,217.89,70790669
P000702,S006,JPM,2021-05-05,163.76,165.63,161.92,162.23,59142310
P000703,S007,NVDA,2021-05-05,560.5,567.13,550.48,555.86,7941149
P000704,S008,META,2021-05-05,342.45,344.17,337.41,339.05,10014834
P000705,S001,AAPL,2021-05-06,189.99,192.6,189.01,190.79,84715138
P000706,S002,MSFT,2021-05-06,545.98,553.12,539.55,548.63,20541047
P000707,S003,TSLA,2021-05-06,237.61,239.28,235.15,236.76,25552371
P000708,S004,GOOGL,2021-05-06,180.19,181.39,178.86,181.19,18553285
P000709,S005,AMZN,2021-05-06,218.6,220.27,214.81,217.09,19081350
P000710,S006,JPM,2021-05-06,162.27,163.51,161.72,162.84,71805406
P000711,S007,NVDA,2021-05-06,552.51,554.66,544.11,547.53,32068117
P000712,S008,META,2021-05-06,338.09,339.02,335.16,337.17,32876214
P000713,S001,AAPL,2021-05-07,191.51,192.2,189.13,191.4,16945758
P000714,S002,MSFT,2021-05-07,553.09,563.32,547.36,558.65,17090691
P000715,S003,TSLA,2021-05-07,238.08,240.21,234.56,235.04,36025808
P000716,S004,GOOGL,2021-05-07,181.03,184.34,178.96,183.62,28448079
P000717,S005,AMZN,2021-05-07,218.71,222.12,217.71,221.02,62176108
P000718,S006,JPM,2021-05-07,163.62,165.15,159.77,161.63,23574987
P000719,S007,NVDA,2021-05-07,549.32,552.03,539.98,543.89,88457527
P000720,S008,META,2021-05-07,335.61,339.68,332.85,337.96,20278272
P000721,S001,AAPL,2021-05-10,191.02,194.44,189.54,193.67,69188958
P000722,S002,MSFT,2021-05-10,562.0,570.02,555.95,564.51,12871385
P000723,S003,TSLA,2021-05-10,237.3,240.26,236.83,239.75,69783521
P000724,S004,GOOGL,2021-05-10,184.73,186.28,183.28,185.72,53130331
P000725,S005,AMZN,2021-05-10,221.51,226.31,220.62,223.92,22536261
P000726,S006,JPM,2021-05-10,161.58,163.32,160.36,161.52,13500820
P000727,S007,NVDA,2021-05-10,541.3,546.04,535.83,538.28,82396519
P000728,S008,META,2021-05-10,339.47,343.38,335.85,336.66,74672379
P000729,S001,AAPL,2021-05-11,193.76,195.33,192.85,194.93,38363439
P000730,S002,MSFT,2021-05-11,564.31,571.65,558.46,567.08,79939694
P000731,S003,TSLA,2021-05-11,241.63,242.72,241.21,242.45,72856130
P000732,S004,GOOGL,2021-05-11,187.02,190.99,184.93,188.99,70987872
P000733,S005,AMZN,2021-05-11,223.12,224.03,220.56,221.99,78886264
P000734,S006,JPM,2021-05-11,161.98,162.56,160.39,161.51,81911446
P000735,S007,NVDA,2021-05-11,537.72,546.69,531.97,543.47,71756320
P000736,S008,META,2021-05-11,338.31,340.15,329.55,333.42,78698792
P000737,S001,AAPL,2021-05-12,192.98,194.46,189.62,190.61,45882445
P000738,S002,MSFT,2021-05-12,571.5,577.27,567.51,572.57,50748676
P000739,S003,TSLA,2021-05-12,241.79,242.62,236.89,238.56,80182173
P000740,S004,GOOGL,2021-05-12,190.0,192.26,188.48,190.57,65737878
P000741,S005,AMZN,2021-05-12,220.28,222.75,218.46,221.99,44189370
P000742,S006,JPM,2021-05-12,161.66,162.01,160.71,161.05,71091781
P000743,S007,NVDA,2021-05-12,539.56,547.92,533.72,543.07,86987136
P000744,S008,META,2021-05-12,331.39,334.83,324.47,327.62,30579048
P000745,S001,AAPL,2021-05-13,191.44,192.5,188.85,189.19,84028889
P000746,S002,MSFT,2021-05-13,568.26,578.41,565.12,574.94,72672253
P000747,S003,TSLA,2021-05-13,236.82,238.44,234.09,236.81,63090825
P000748,S004,GOOGL,2021-05-13,191.86,193.12,191.4,191.76,28783708
P000749,S005,AMZN,2021-05-13,222.84,225.06,218.26,220.66,85603922
P000750,S006,JPM,2021-05-13,161.39,163.12,159.34,160.53,86737749
P000751,S007,NVDA,2021-05-13,547.59,554.11,546.82,551.9,44483304
P000752,S008,META,2021-05-13,327.31,329.12,322.32,323.71,73759020
P000753,S001,AAPL,2021-05-14,188.43,191.55,187.64,189.57,79300459
P000754,S002,MSFT,2021-05-14,576.46,580.99,566.26,571.29,51344519
P000755,S003,TSLA,2021-05-14,238.8,240.9,235.87,236.17,28865616
P000756,S004,GOOGL,2021-05-14,191.77,193.77,189.71,192.89,52276557
P000757,S005,AMZN,2021-05-14,220.93,224.0,220.0,221.48,76659221
P000758,S006,JPM,2021-05-14,159.84,163.11,158.84,161.51,8391969
P000759,S007,NVDA,2021-05-14,550.59,551.48,538.29,543.21,26600382
P000760,S008,META,2021-05-14,326.84,329.5,323.14,328.64,44613096
P000761,S001,AAPL,2021-05-17,188.45,189.61,187.13,188.68,87692727
P000762,S002,MSFT,2021-05-17,575.5,585.72,573.29,579.63,80332458
P000763,S003,TSLA,2021-05-17,235.65,238.03,234.63,235.73,11305532
P000764,S004,GOOGL,2021-05-17,194.54,196.78,193.63,193.88,46963706
P000765,S005,AMZN,2021-05-17,223.54,225.59,218.4,220.55,64467023
P000766,S006,JPM,2021-05-17,162.58,166.03,161.79,164.59,83971743
P000767,S007,NVDA,2021-05-17,543.72,550.61,542.96,545.41,44483865
P000768,S008,META,2021-05-17,328.3,333.67,327.84,333.06,73967357
P000769,S001,AAPL,2021-05-18,187.24,188.0,182.98,184.66,26599504
P000770,S002,MSFT,2021-05-18,580.6,583.29,573.91,576.33,25777669
P000771,S003,TSLA,2021-05-18,233.56,238.35,232.74,236.56,88935292
P000772,S004,GOOGL,2021-05-18,194.33,196.52,193.22,195.27,53061434
P000773,S005,AMZN,2021-05-18,218.67,221.52,218.35,220.03,74874593
P000774,S006,JPM,2021-05-18,163.17,164.11,162.18,163.2,17340723
P000775,S007,NVDA,2021-05-18,543.77,554.58,539.23,550.02,44402883
P000776,S008,META,2021-05-18,331.18,335.97,330.84,333.69,6181612
P000777,S001,AAPL,2021-05-19,183.24,183.91,181.49,182.39,88366885
P000778,S002,MSFT,2021-05-19,573.38,579.54,561.06,565.47,20216804
P000779,S003,TSLA,2021-05-19,236.02,237.27,235.55,236.3,55326016
P000780,S004,GOOGL,2021-05-19,195.33,196.62,193.62,195.38,30838575
P000781,S005,AMZN,2021-05-19,219.24,219.69,216.21,216.49,77205759
P000782,S006,JPM,2021-05-19,163.31,164.47,162.48,163.93,33611881
P000783,S007,NVDA,2021-05-19,554.03,555.22,549.41,552.77,63416623
P000784,S008,META,2021-05-19,334.67,342.21,331.22,339.09,66636167
P000785,S001,AAPL,2021-05-20,183.18,183.51,178.83,180.64,38810519
P000786,S002,MSFT,2021-05-20,566.13,569.39,560.95,567.4,57080854
P000787,S003,TSLA,2021-05-20,236.07,237.13,233.57,235.39,20878730
P000788,S004,GOOGL,2021-05-20,195.52,197.88,194.8,196.35,83598977
P000789,S005,AMZN,2021-05-20,214.52,217.83,213.13,216.76,43901209
P000790,S006,JPM,2021-05-20,164.87,165.19,163.3,163.89,63743898
P000791,S007,NVDA,2021-05-20,551.46,557.54,545.79,556.79,34509878
P000792,S008,META,2021-05-20,336.62,339.91,333.51,335.52,24337491
P000793,S001,AAPL,2021-05-21,179.91,184.11,179.47,182.0,55080729
P000794,S002,MSFT,2021-05-21,572.59,578.67,558.3,564.19,10606696
P000795,S003,TSLA,2021-05-21,233.06,235.35,232.69,233.74,45894954
P000796,S004,GOOGL,2021-05-21,195.21,198.39,193.32,196.62,73793658
P000797,S005,AMZN,2021-05-21,215.21,216.89,211.2,213.17,20384377
P000798,S006,JPM,2021-05-21,162.85,166.01,162.42,164.31,78665549
P000799,S007,NVDA,2021-05-21,556.36,559.53,550.1,557.19,18180503
P000800,S008,META,2021-05-21,333.49,338.13,330.8,334.3,36478466
P000801,S001,AAPL,2021-05-24,180.54,183.17,179.0,181.19,65484679
P000802,S002,MSFT,2021-05-24,562.25,569.81,556.45,564.94,81082915
P000803,S003,TSLA,2021-05-24,233.11,234.44,229.06,231.83,38041067
P000804,S004,GOOGL,2021-05-24,197.74,200.6,195.97,199.0,53249394
P000805,S005,AMZN,2021-05-24,211.61,215.36,210.15,213.09,53149482
P000806,S006,JPM,2021-05-24,165.21,165.57,164.34,165.15,16002322
P000807,S007,NVDA,2021-05-24,561.0,568.48,557.59,567.04,40330756
P000808,S008,META,2021-05-24,335.86,340.17,335.13,337.14,73072320
P000809,S001,AAPL,2021-05-25,181.67,184.72,181.03,183.37,33556255
P000810,S002,MSFT,2021-05-25,569.53,574.39,568.95,570.41,68364719
P000811,S003,TSLA,2021-05-25,232.54,233.78,229.59,230.09,84134873
P000812,S004,GOOGL,2021-05-25,199.93,201.15,197.41,198.68,58255602
P000813,S005,AMZN,2021-05-25,212.51,213.28,209.1,209.39,87414513
P000814,S006,JPM,2021-05-25,165.76,167.46,164.06,167.04,81015183
P000815,S007,NVDA,2021-05-25,572.13,581.56,569.9,574.87,69894729
P000816,S008,META,2021-05-25,340.1,343.29,332.24,335.41,40481411
P000817,S001,AAPL,2021-05-26,182.89,183.49,180.02,180.38,53486337
P000818,S002,MSFT,2021-05-26,569.13,582.43,562.55,576.27,48496088
P000819,S003,TSLA,2021-05-26,228.26,233.31,226.21,231.47,40341684
P000820,S004,GOOGL,2021-05-26,198.99,200.44,197.43,199.41,83876916
P000821,S005,AMZN,2021-05-26,210.03,213.56,208.38,212.14,34917031
P000822,S006,JPM,2021-05-26,167.09,168.85,165.24,166.35,69707720
P000823,S007,NVDA,2021-05-26,579.32,585.52,566.65,570.74,35868838
P000824,S008,META,2021-05-26,332.57,335.11,329.26,334.0,53616740
P000825,S001,AAPL,2021-05-27,180.75,183.98,179.41,182.47,49322017
P000826,S002,MSFT,2021-05-27,578.81,582.44,572.89,578.49,26642106
P000827,S003,TSLA,2021-05-27,232.15,233.0,229.08,231.53,84503557
P000828,S004,GOOGL,2021-05-27,198.06,199.11,196.93,198.83,12504382
P000829,S005,AMZN,2021-05-27,210.72,214.82,209.13,213.39,80645742
P000830,S006,JPM,2021-05-27,166.81,170.22,166.32,168.7,16508969
P000831,S007,NVDA,2021-05-27,567.5,572.83,563.7,569.31,34442512
P000832,S008,META,2021-05-27,336.21,340.51,335.21,337.23,29412077
P000833,S001,AAPL,2021-05-28,182.92,183.5,182.1,182.98,65863732
P000834,S002,MSFT,2021-05-28,579.61,582.6,566.08,572.11,7222998
P000835,S003,TSLA,2021-05-28,230.15,234.15,228.45,232.63,25073763
P000836,S004,GOOGL,2021-05-28,199.25,201.43,196.25,197.32,76327320
P000837,S005,AMZN,2021-05-28,213.4,214.75,208.72,210.95,85996996
P000838,S006,JPM,2021-05-28,168.83,170.74,165.55,166.3,62914523
P000839,S007,NVDA,2021-05-28,569.56,570.4,563.85,567.35,35801123
P000840,S008,META,2021-05-28,340.19,343.41,337.24,340.01,82325627
P000841,S001,AAPL,2021-05-31,181.51,182.64,177.82,179.52,16249805
P000842,S002,MSFT,2021-05-31,569.63,579.24,563.98,576.07,5954835
P000843,S003,TSLA,2021-05-31,232.99,233.24,229.21,230.32,47399610
P000844,S004,GOOGL,2021-05-31,196.96,198.08,193.56,194.64,40071480
P000845,S005,AMZN,2021-05-31,212.45,213.52,210.06,211.96,58345392
P000846,S006,JPM,2021-05-31,167.15,168.76,165.59,166.71,54689143
P000847,S007,NVDA,2021-05-31,568.02,574.76,564.53,567.74,58436070
P000848,S008,META,2021-05-31,341.61,348.1,340.32,345.25,64940949
P000849,S001,AAPL,2021-06-01,180.54,183.35,179.38,182.97,50424358
P000850,S002,MSFT,2021-06-01,579.54,586.48,572.92,581.52,57224611
P000851,S003,TSLA,2021-06-01,232.46,232.93,226.63,229.01,85563579
P000852,S004,GOOGL,2021-06-01,194.39,195.06,189.72,191.85,10067435
P000853,S005,AMZN,2021-06-01,212.91,216.83,211.89,215.66,43449249
P000854,S006,JPM,2021-06-01,167.42,169.82,166.92,167.91,71353000
P000855,S007,NVDA,2021-06-01,567.05,571.71,560.21,561.98,43387144
P000856,S008,META,2021-06-01,343.14,348.35,341.66,346.06,87569402
P000857,S001,AAPL,2021-06-02,181.76,182.42,177.08,179.23,26131878
P000858,S002,MSFT,2021-06-02,576.71,579.82,570.18,572.83,59418707
P000859,S003,TSLA,2021-06-02,229.4,231.61,226.82,229.52,17101856
P000860,S004,GOOGL,2021-06-02,192.04,194.72,190.97,193.34,51637316
P000861,S005,AMZN,2021-06-02,217.66,219.33,214.07,216.2,59218119
P000862,S006,JPM,2021-06-02,168.16,169.08,165.14,166.95,14715480
P000863,S007,NVDA,2021-06-02,562.02,563.31,555.77,559.32,39587020
P000864,S008,META,2021-06-02,348.66,354.52,347.14,351.94,55610858
P000865,S001,AAPL,2021-06-03,179.46,182.6,179.2,180.91,66585593
P000866,S002,MSFT,2021-06-03,574.91,587.85,571.06,581.75,39603983
P000867,S003,TSLA,2021-06-03,227.53,231.17,226.49,228.44,35860700
P000868,S004,GOOGL,2021-06-03,194.5,195.45,192.81,193.99,40346197
P000869,S005,AMZN,2021-06-03,215.11,216.92,211.85,212.48,15204415
P000870,S006,JPM,2021-06-03,167.13,167.87,163.93,165.52,82002404
P000871,S007,NVDA,2021-06-03,556.74,569.01,555.63,564.21,71974557
P000872,S008,META,2021-06-03,353.61,354.91,347.61,350.8,35763714
P000873,S001,AAPL,2021-06-04,179.83,181.23,176.64,178.48,19319594
P000874,S002,MSFT,2021-06-04,577.33,583.98,566.28,570.03,5889014
P000875,S003,TSLA,2021-06-04,229.65,230.28,228.11,229.94,88304578
P000876,S004,GOOGL,2021-06-04,193.27,197.67,192.17,195.58,41874043
P000877,S005,AMZN,2021-06-04,212.44,217.92,210.55,215.53,34808788
P000878,S006,JPM,2021-06-04,166.35,167.48,163.28,164.49,77580645
P000879,S007,NVDA,2021-06-04,558.94,564.79,554.45,556.38,66363812
P000880,S008,META,2021-06-04,354.14,358.41,352.58,356.25,6586450
P000881,S001,AAPL,2021-06-07,179.1,179.48,177.02,178.45,39856447
P000882,S002,MSFT,2021-06-07,566.46,568.71,561.61,562.43,51049627
P000883,S003,TSLA,2021-06-07,229.32,230.08,228.33,229.31,54970552
P000884,S004,GOOGL,2021-06-07,195.05,196.21,193.36,194.47,82295013
P000885,S005,AMZN,2021-06-07,216.33,220.32,215.65,218.37,79536479
P000886,S006,JPM,2021-06-07,164.27,164.7,163.44,163.68,25072000
P000887,S007,NVDA,2021-06-07,556.08,559.21,542.14,547.9,89644676
P000888,S008,META,2021-06-07,356.37,362.19,353.27,358.73,80448945
P000889,S001,AAPL,2021-06-08,179.73,180.11,175.48,177.29,33919534
P000890,S002,MSFT,2021-06-08,565.96,570.45,561.57,565.56,49916840
P000891,S003,TSLA,2021-06-08,228.21,229.84,226.55,227.25,51189726
P000892,S004,GOOGL,2021-06-08,192.6,194.63,190.14,190.41,31703705
P000893,S005,AMZN,2021-06-08,218.71,221.21,218.44,219.69,43199537
P000894,S006,JPM,2021-06-08,163.21,165.1,162.57,164.06,15523679
P000895,S007,NVDA,2021-06-08,546.6,550.94,537.45,543.1,27491607
P000896,S008,META,2021-06-08,359.74,366.43,357.85,364.37,59327674
P000897,S001,AAPL,2021-06-09,178.53,179.03,174.56,176.23,47530677
P000898,S002,MSFT,2021-06-09,567.29,575.24,562.95,570.87,64713250
P000899,S003,TSLA,2021-06-09,228.53,233.68,227.1,231.54,65436720
P000900,S004,GOOGL,2021-06-09,190.08,190.32,187.53,188.28,38775489
P000901,S005,AMZN,2021-06-09,221.63,223.38,219.38,222.96,18825676
P000902,S006,JPM,2021-06-09,162.73,165.88,160.87,164.86,58286118
P000903,S007,NVDA,2021-06-09,543.36,552.63,540.53,551.45,16316066
P000904,S008,META,2021-06-09,365.5,371.36,362.11,369.73,43141360
P000905,S001,AAPL,2021-06-10,176.03,177.23,172.3,174.06,9718421
P000906,S002,MSFT,2021-06-10,572.74,581.58,568.87,578.93,77555977
P000907,S003,TSLA,2021-06-10,233.55,234.47,233.18,233.89,77381952
P000908,S004,GOOGL,2021-06-10,187.06,189.1,186.12,187.61,80696716
P000909,S005,AMZN,2021-06-10,222.67,225.14,222.22,223.6,69646194
P000910,S006,JPM,2021-06-10,164.99,167.48,163.67,166.5,39870711
P000911,S007,NVDA,2021-06-10,547.65,551.35,537.64,539.61,23293937
P000912,S008,META,2021-06-10,368.58,368.98,367.56,368.24,69030858
P000913,S001,AAPL,2021-06-11,173.36,176.45,172.42,174.74,5968781
P000914,S002,MSFT,2021-06-11,579.49,585.69,569.95,574.08,38540489
P000915,S003,TSLA,2021-06-11,232.31,235.2,230.49,233.96,40296615
P000916,S004,GOOGL,2021-06-11,186.03,187.98,185.43,186.73,87304487
P000917,S005,AMZN,2021-06-11,224.98,227.16,224.12,226.23,41080681
P000918,S006,JPM,2021-06-11,166.21,168.47,164.74,167.97,66115104
P000919,S007,NVDA,2021-06-11,540.88,545.13,531.84,537.18,7603206
P000920,S008,META,2021-06-11,365.68,371.29,365.2,370.83,42864772
P000921,S001,AAPL,2021-06-14,173.93,176.63,172.29,175.05,25224423
P000922,S002,MSFT,2021-06-14,568.51,571.71,561.8,563.69,71893545
P000923,S003,TSLA,2021-06-14,236.29,238.58,234.06,236.03,24607576
P000924,S004,GOOGL,2021-06-14,185.07,186.93,183.81,186.6,30795612
P000925,S005,AMZN,2021-06-14,228.02,229.21,223.63,226.31,38415162
P000926,S006,JPM,2021-06-14,167.58,170.6,167.4,169.97,31733470
P000927,S007,NVDA,2021-06-14,536.76,544.76,536.12,541.12,68461570
P000928,S008,META,2021-06-14,370.01,379.37,366.22,375.13,10662097
P000929,S001,AAPL,2021-06-15,175.91,176.58,174.73,176.17,45106013
P000930,S002,MSFT,2021-06-15,560.29,572.75,554.91,566.8,20157001
P000931,S003,TSLA,2021-06-15,234.78,235.05,233.56,234.32,83476684
P000932,S004,GOOGL,2021-06-15,185.18,187.0,183.04,186.79,68789750
P000933,S005,AMZN,2021-06-15,227.16,229.31,222.73,224.81,72098020
P000934,S006,JPM,2021-06-15,168.58,171.08,168.41,169.18,88903841
P000935,S007,NVDA,2021-06-15,536.36,537.8,530.78,534.04,19413864
P000936,S008,META,2021-06-15,372.32,376.71,368.1,369.33,51616197
P000937,S001,AAPL,2021-06-16,177.25,177.8,176.14,176.92,53072427
P000938,S002,MSFT,2021-06-16,569.34,570.16,562.69,565.08,80031037
P000939,S003,TSLA,2021-06-16,233.36,235.46,231.04,234.74,51662763
P000940,S004,GOOGL,2021-06-16,186.13,188.09,184.94,185.95,79426456
P000941,S005,AMZN,2021-06-16,223.28,224.82,222.61,223.49,77693120
P000942,S006,JPM,2021-06-16,168.73,170.08,164.9,166.2,29901990
P000943,S007,NVDA,2021-06-16,538.13,542.76,535.34,540.06,48042832
P000944,S008,META,2021-06-16,370.96,375.3,368.09,372.72,75339453
P000945,S001,AAPL,2021-06-17,177.57,179.47,175.99,178.99,60003032
P000946,S002,MSFT,2021-06-17,566.67,570.5,553.74,560.05,22418007
P000947,S003,TSLA,2021-06-17,233.23,233.74,227.68,229.95,9270425
P000948,S004,GOOGL,2021-06-17,186.21,189.64,185.05,188.09,84228847
P000949,S005,AMZN,2021-06-17,222.4,224.1,219.02,221.51,33016352
P000950,S006,JPM,2021-06-17,166.72,170.57,165.58,168.86,13147041
P000951,S007,NVDA,2021-06-17,538.56,548.35,536.97,542.49,12824896
P000952,S008,META,2021-06-17,375.13,375.67,368.31,372.49,45789378
P000953,S001,AAPL,2021-06-18,177.48,178.67,174.05,175.97,36006711
P000954,S002,MSFT,2021-06-18,560.4,564.2,550.04,555.18,88929707
P000955,S003,TSLA,2021-06-18,232.01,234.08,231.13,232.42,82385064
P000956,S004,GOOGL,2021-06-18,187.56,189.12,186.9,187.33,27388767
P000957,S005,AMZN,2021-06-18,222.81,224.6,221.75,223.14,76658908
P000958,S006,JPM,2021-06-18,170.54,171.37,168.8,170.25,48574336
P000959,S007,NVDA,2021-06-18,546.23,550.58,543.2,544.79,48412847
P000960,S008,META,2021-06-18,373.3,375.26,371.96,374.01,39103265
P000961,S001,AAPL,2021-06-21,175.48,177.51,173.13,175.23,9652375
P000962,S002,MSFT,2021-06-21,560.54,565.91,559.94,562.15,45512501
P000963,S003,TSLA,2021-06-21,230.13,234.26,228.17,233.47,42038339
P000964,S004,GOOGL,2021-06-21,188.9,190.34,187.82,188.96,17655004
P000965,S005,AMZN,2021-06-21,221.08,221.64,218.37,220.12,83135616
P000966,S006,JPM,2021-06-21,169.4,170.13,167.2,168.16,81378602
P000967,S007,NVDA,2021-06-21,549.34,558.16,547.54,553.2,28206579
P000968,S008,META,2021-06-21,373.92,381.7,372.8,378.4,17799546
P000969,S001,AAPL,2021-06-22,175.56,177.15,173.52,174.51,15533057
P000970,S002,MSFT,2021-06-22,565.3,575.13,563.99,572.45,63291349
P000971,S003,TSLA,2021-06-22,233.08,238.14,230.86,235.65,85839556
P000972,S004,GOOGL,2021-06-22,190.58,192.87,188.41,191.35,75381542
P000973,S005,AMZN,2021-06-22,218.1,218.94,216.69,218.36,34634895
P000974,S006,JPM,2021-06-22,166.99,169.87,166.77,167.86,84877290
P000975,S007,NVDA,2021-06-22,554.03,557.22,545.39,547.22,24865888
P000976,S008,META,2021-06-22,375.62,378.36,366.67,370.92,58578549
P000977,S001,AAPL,2021-06-23,173.68,174.68,172.4,173.15,23102047
P000978,S002,MSFT,2021-06-23,572.23,575.29,563.81,567.05,80318641
P000979,S003,TSLA,2021-06-23,236.2,238.75,233.55,237.87,62722445
P000980,S004,GOOGL,2021-06-23,190.67,193.48,189.79,193.1,61846657
P000981,S005,AMZN,2021-06-23,217.77,218.81,214.72,215.75,45912093
P000982,S006,JPM,2021-06-23,166.75,168.42,165.47,166.0,88642093
P000983,S007,NVDA,2021-06-23,543.34,548.77,530.67,535.92,55173377
P000984,S008,META,2021-06-23,368.37,371.62,366.95,370.9,37621391
P000985,S001,AAPL,2021-06-24,174.7,178.81,174.18,176.94,6843251
P000986,S002,MSFT,2021-06-24,565.27,572.91,561.42,570.43,49543739
P000987,S003,TSLA,2021-06-24,236.49,237.53,235.01,236.76,39716489
P000988,S004,GOOGL,2021-06-24,193.29,196.31,192.45,194.0,7468064
P000989,S005,AMZN,2021-06-24,215.22,219.32,213.24,217.84,13067834
P000990,S006,JPM,2021-06-24,165.28,168.01,163.39,166.71,6118594
P000991,S007,NVDA,2021-06-24,531.27,538.26,530.23,533.83,53347794
P000992,S008,META,2021-06-24,373.6,377.54,366.42,368.21,36026926
P000993,S001,AAPL,2021-06-25,178.64,180.26,178.27,178.69,70050252
P000994,S002,MSFT,2021-06-25,574.61,576.9,570.88,575.15,66469875
P000995,S003,TSLA,2021-06-25,237.05,238.9,236.61,238.56,45926679
P000996,S004,GOOGL,2021-06-25,193.35,193.88,191.15,192.73,52232974
P000997,S005,AMZN,2021-06-25,217.21,219.81,215.65,215.92,42027755
P000998,S006,JPM,2021-06-25,167.75,170.18,167.38,168.38,8954845
P000999,S007,NVDA,2021-06-25,538.57,547.73,534.13,545.83,57726977
P001000,S008,META,2021-06-25,369.37,371.29,364.28,364.8,87201431
P001001,S001,AAPL,2021-06-28,180.02,182.04,178.99,181.03,62239162
P001002,S002,MSFT,2021-06-28,580.56,590.42,577.06,587.7,32750491
P001003,S003,TSLA,2021-06-28,239.29,241.91,236.95,239.87,23536762
P001004,S004,GOOGL,2021-06-28,191.99,194.48,189.97,193.17,24482024
P001005,S005,AMZN,2021-06-28,216.59,217.6,214.15,217.01,76532887
P001006,S006,JPM,2021-06-28,169.89,170.65,167.56,167.95,8957187
P001007,S007,NVDA,2021-06-28,548.73,558.07,544.63,554.99,64459055
P001008,S008,META,2021-06-28,366.59,373.09,365.17,370.13,25395330
P001009,S001,AAPL,2021-06-29,182.04,182.59,179.24,179.89,87138779
P001010,S002,MSFT,2021-06-29,589.07,595.51,585.87,590.94,35992534
P001011,S003,TSLA,2021-06-29,240.77,242.83,238.13,239.75,72420864
P001012,S004,GOOGL,2021-06-29,194.51,196.09,192.39,194.33,57004039
P001013,S005,AMZN,2021-06-29,216.97,217.65,212.11,214.61,7015179
P001014,S006,JPM,2021-06-29,169.38,172.26,168.6,171.67,32223861
P001015,S007,NVDA,2021-06-29,557.85,564.1,549.95,550.59,87820305
P001016,S008,META,2021-06-29,370.06,372.29,364.7,368.12,59340297
P001017,S001,AAPL,2021-06-30,180.88,183.3,180.14,181.47,57902012
P001018,S002,MSFT,2021-06-30,592.26,601.06,588.57,596.57,10168989
P001019,S003,TSLA,2021-06-30,239.85,242.27,236.74,239.5,37980201
P001020,S004,GOOGL,2021-06-30,194.4,196.17,192.65,193.79,74273350
P001021,S005,AMZN,2021-06-30,215.75,219.42,214.2,218.74,45876565
P001022,S006,JPM,2021-06-30,172.61,173.1,170.0,171.5,12321129
P001023,S007,NVDA,2021-06-30,552.68,562.78,549.98,559.37,17138759
P001024,S008,META,2021-06-30,369.76,373.3,364.85,365.47,78337520
P001025,S001,AAPL,2021-07-01,180.15,181.22,177.88,179.68,84230801
P001026,S002,MSFT,2021-07-01,601.3,614.96,594.68,608.44,48496580
P001027,S003,TSLA,2021-07-01,240.42,245.74,239.43,243.36,21581824
P001028,S004,GOOGL,2021-07-01,192.21,194.94,190.08,193.4,56551334
P001029,S005,AMZN,2021-07-01,219.73,224.58,217.48,222.86,78866174
P001030,S006,JPM,2021-07-01,171.09,174.37,170.1,172.47,25144703
P001031,S007,NVDA,2021-07-01,555.59,560.85,543.38,549.67,46347409
P001032,S008,META,2021-07-01,364.08,369.18,362.22,367.01,20777827
P001033,S001,AAPL,2021-07-02,181.11,183.8,180.46,183.61,6638498
P001034,S002,MSFT,2021-07-02,607.94,618.71,600.68,614.42,71231992
P001035,S003,TSLA,2021-07-02,242.08,244.24,240.27,242.73,15657547
P001036,S004,GOOGL,2021-07-02,193.79,195.86,189.21,190.92,89374018
P001037,S005,AMZN,2021-07-02,223.12,225.65,220.81,225.3,51844649
P001038,S006,JPM,2021-07-02,170.87,174.12,170.39,172.68,45056146
P001039,S007,NVDA,2021-07-02,547.81,549.01,540.45,541.03,26654047
P001040,S008,META,2021-07-02,368.27,372.68,366.26,369.5,80454146
P001041,S001,AAPL,2021-07-05,182.43,183.77,181.87,182.19,17499198
P001042,S002,MSFT,2021-07-05,617.72,624.44,612.61,614.44,62354434
P001043,S003,TSLA,2021-07-05,244.4,245.91,238.64,241.21,41831833
P001044,S004,GOOGL,2021-07-05,190.27,190.9,187.94,189.78,12809403
P001045,S005,AMZN,2021-07-05,223.54,226.86,223.28,225.08,69916146
P001046,S006,JPM,2021-07-05,173.45,175.68,172.72,174.0,62318164
P001047,S007,NVDA,2021-07-05,542.21,545.89,538.65,539.22,52493391
