txn_id,portfolio_id,user_id,stock_id,ticker,txn_type,quantity,price,total_value,fee,date,status
T000270,PF0035,U010,S001,AAPL,BUY,16,171.6,2745.6,3.77,2021-10-22,FAILED
T000271,PF0035,U010,S001,AAPL,SELL,19,167.27,3178.13,4.01,2023-11-28,FAILED
T000272,PF0035,U010,S001,AAPL,BUY,4,159.13,636.52,0.98,2021-09-09,PENDING
T000273,PF0035,U010,S001,AAPL,BUY,47,160.13,7526.11,3.37,2023-12-08,COMPLETED
T000274,PF0035,U010,S001,AAPL,BUY,36,146.46,5272.56,1.01,2022-06-07,PENDING
T000275,PF0036,U011,S003,TSLA,BUY,19,278.39,5289.41,3.23,2023-01-03,COMPLETED
T000276,PF0036,U011,S003,TSLA,SELL,43,289.25,12437.75,2.0,2023-06-01,FAILED
T000277,PF0036,U011,S003,TSLA,BUY,16,270.73,4331.68,3.21,2022-03-18,FAILED
T000278,PF0036,U011,S003,TSLA,SELL,12,269.39,3232.68,3.97,2022-11-07,COMPLETED
T000279,PF0036,U011,S003,TSLA,BUY,45,271.17,12202.65,1.64,2023-05-30,FAILED
T000280,PF0036,U011,S003,TSLA,BUY,32,254.91,8157.12,0.9,2021-06-29,PENDING
T000281,PF0037,U011,S008,META,BUY,24,353.42,8482.08,0.67,2023-04-07,COMPLETED
T000282,PF0037,U011,S008,META,SELL,31,379.37,11760.47,0.68,2021-12-21,PENDING
T000283,PF0037,U011,S008,META,BUY,48,392.99,18863.52,2.64,2023-02-02,COMPLETED
T000284,PF0037,U011,S008,META,BUY,22,348.44,7665.68,3.6,2021-12-07,COMPLETED
T000285,PF0037,U011,S008,META,BUY,18,397.22,7149.96,4.79,2021-07-16,COMPLETED
T000286,PF0037,U011,S008,META,BUY,8,349.12,2792.96,1.21,2022-11-22,FAILED
T000287,PF0037,U011,S008,META,BUY,19,394.81,7501.39,1.05,2023-08-14,COMPLETED
T000288,PF0037,U011,S008,META,SELL,9,345.14,3106.26,1.49,2023-03-31,PENDING
T000289,PF0037,U011,S008,META,BUY,28,361.31,10116.68,4.69,2023-07-17,COMPLETED
T000290,PF0037,U011,S008,META,SELL,44,392.79,17282.76,4.29,2023-03-28,COMPLETED
T000291,PF0037,U011,S008,META,SELL,4,359.73,1438.92,4.83,2023-12-26,PENDING
T000292,PF0038,U011,S004,GOOGL,BUY,20,158.88,3177.6,4.61,2023-03-21,COMPLETED
T000293,PF0038,U011,S004,GOOGL,BUY,21,158.97,3338.37,1.61,2021-11-02,COMPLETED
T000294,PF0038,U011,S004,GOOGL,SELL,32,164.35,5259.2,4.35,2021-04-12,COMPLETED
T000295,PF0038,U011,S004,GOOGL,BUY,40,161.39,6455.6,0.66,2022-10-24,COMPLETED
T000296,PF0038,U011,S004,GOOGL,BUY,24,168.01,4032.24,2.08,2022-07-01,PENDING
T000297,PF0038,U011,S004,GOOGL,SELL,17,158.63,2696.71,3.09,2021-09-27,PENDING
T000298,PF0038,U011,S004,GOOGL,BUY,30,187.46,5623.8,4.12,2023-02-09,FAILED
T000299,PF0038,U011,S004,GOOGL,BUY,26,172.52,4485.52,1.72,2022-03-30,FAILED
T000300,PF0038,U011,S004,GOOGL,SELL,18,181.0,3258.0,0.77,2023-07-13,COMPLETED
T000301,PF0039,U011,S005,AMZN,BUY,32,198.09,6338.88,3.16,2022-03-09,COMPLETED
T000302,PF0039,U011,S005,AMZN,BUY,18,200.61,3610.98,1.17,2023-06-14,COMPLETED
T000303,PF0040,U012,S001,AAPL,SELL,33,213.32,7039.56,3.38,2023-01-25,PENDING
T000304,PF0040,U012,S001,AAPL,SELL,40,217.73,8709.2,1.46,2023-05-29,COMPLETED
T000305,PF0040,U012,S001,AAPL,BUY,24,208.84,5012.16,4.78,2023-06-21,COMPLETED
T000306,PF0041,U012,S002,MSFT,SELL,41,333.4,13669.4,0.9,2022-03-18,PENDING
T000307,PF0041,U012,S002,MSFT,SELL,20,363.83,7276.6,2.28,2021-02-25,COMPLETED
T000308,PF0041,U012,S002,MSFT,BUY,44,340.1,14964.4,1.34,2022-08-16,COMPLETED
T000309,PF0041,U012,S002,MSFT,BUY,11,327.45,3601.95,1.3,2022-04-12,COMPLETED
T000310,PF0041,U012,S002,MSFT,BUY,17,390.62,6640.54,3.3,2021-11-30,COMPLETED
T000311,PF0041,U012,S002,MSFT,SELL,37,349.95,12948.15,2.7,2021-07-28,COMPLETED
T000312,PF0041,U012,S002,MSFT,BUY,43,350.8,15084.4,1.74,2023-12-14,PENDING
T000313,PF0041,U012,S002,MSFT,SELL,40,401.25,16050.0,4.24,2021-04-01,COMPLETED
T000314,PF0041,U012,S002,MSFT,SELL,47,380.14,17866.58,2.37,2022-11-10,COMPLETED
T000315,PF0041,U012,S002,MSFT,BUY,5,331.31,1656.55,3.1,2023-03-31,COMPLETED
T000316,PF0042,U012,S008,META,BUY,9,290.97,2618.73,3.34,2022-07-18,COMPLETED
T000317,PF0042,U012,S008,META,BUY,11,297.32,3270.52,3.34,2023-11-29,PENDING
T000318,PF0042,U012,S008,META,BUY,25,321.7,8042.5,4.57,2022-05-03,COMPLETED
T000319,PF0043,U012,S003,TSLA,SELL,6,226.82,1360.92,4.78,2021-12-31,COMPLETED
T000320,PF0043,U012,S003,TSLA,BUY,14,233.96,3275.44,2.45,2022-01-25,COMPLETED
T000321,PF0043,U012,S003,TSLA,SELL,9,226.29,2036.61,4.9,2023-11-16,FAILED
T000322,PF0043,U012,S003,TSLA,BUY,28,235.07,6581.96,4.45,2021-04-08,FAILED
T000323,PF0043,U012,S003,TSLA,BUY,40,205.72,8228.8,2.18,2021-06-18,PENDING
T000324,PF0043,U012,S003,TSLA,BUY,4,235.42,941.68,1.3,2023-02-28,COMPLETED
T000325,PF0043,U012,S003,TSLA,BUY,6,240.85,1445.1,4.37,2023-05-02,COMPLETED
T000326,PF0043,U012,S003,TSLA,BUY,37,229.48,8490.76,3.23,2023-07-25,FAILED
T000327,PF0044,U013,S007,NVDA,BUY,1,498.98,498.98,1.47,2022-02-23,FAILED
T000328,PF0044,U013,S007,NVDA,SELL,26,514.46,13375.96,3.11,2022-06-06,FAILED
T000329,PF0044,U013,S007,NVDA,BUY,11,464.05,5104.55,1.19,2021-06-24,COMPLETED
T000330,PF0045,U013,S008,META,BUY,29,331.82,9622.78,0.69,2023-10-18,COMPLETED
T000331,PF0045,U013,S008,META,SELL,42,331.87,13938.54,1.88,2023-06-09,FAILED
T000332,PF0045,U013,S008,META,BUY,34,338.54,11510.36,2.13,2022-12-26,COMPLETED
T000333,PF0045,U013,S008,META,BUY,35,320.1,11203.5,1.34,2023-02-21,FAILED
T000334,PF0046,U013,S001,AAPL,SELL,30,183.14,5494.2,1.97,2021-12-23,FAILED
T000335,PF0046,U013,S001,AAPL,SELL,20,185.7,3714.0,3.62,2021-05-28,FAILED
T000336,PF0046,U013,S001,AAPL,SELL,21,157.55,3308.55,1.17,2021-06-29,COMPLETED
T000337,PF0047,U013,S006,JPM,BUY,7,198.55,1389.85,0.78,2023-07-31,COMPLETED
T000338,PF0047,U013,S006,JPM,BUY,23,212.97,4898.31,4.44,2021-07-19,COMPLETED
T000339,PF0047,U013,S006,JPM,BUY,35,205.77,7201.95,3.71,2021-12-07,COMPLETED
T000340,PF0047,U013,S006,JPM,BUY,47,235.44,11065.68,4.64,2023-11-10,PENDING
T000341,PF0047,U013,S006,JPM,SELL,31,233.4,7235.4,3.33,2021-09-09,COMPLETED
T000342,PF0047,U013,S006,JPM,SELL,21,205.59,4317.39,4.25,2021-01-18,COMPLETED
T000343,PF0047,U013,S006,JPM,BUY,28,214.79,6014.12,0.68,2021-08-18,PENDING
T000344,PF0047,U013,S006,JPM,BUY,20,230.51,4610.2,3.28,2022-11-14,COMPLETED
T000345,PF0047,U013,S006,JPM,SELL,43,225.2,9683.6,3.87,2023-07-26,PENDING
T000346,PF0047,U013,S006,JPM,SELL,28,227.46,6368.88,4.59,2023-07-10,COMPLETED
T000347,PF0048,U014,S001,AAPL,SELL,32,199.28,6376.96,1.1,2023-02-15,COMPLETED
T000348,PF0048,U014,S001,AAPL,SELL,12,212.64,2551.68,4.28,2022-10-07,COMPLETED
T000349,PF0049,U014,S006,JPM,SELL,45,161.06,7247.7,4.05,2021-12-14,COMPLETED
T000350,PF0049,U014,S006,JPM,SELL,49,183.01,8967.49,4.37,2021-01-29,COMPLETED
T000351,PF0050,U014,S003,TSLA,SELL,9,254.79,2293.11,1.32,2022-10-27,COMPLETED
T000352,PF0050,U014,S003,TSLA,SELL,28,277.78,7777.84,3.49,2022-02-22,FAILED
T000353,PF0050,U014,S003,TSLA,SELL,38,245.21,9317.98,4.98,2023-05-02,PENDING
T000354,PF0050,U014,S003,TSLA,SELL,49,275.75,13511.75,1.55,2023-12-18,FAILED
T000355,PF0050,U014,S003,TSLA,SELL,15,266.9,4003.5,0.96,2022-04-05,FAILED
T000356,PF0050,U014,S003,TSLA,SELL,33,268.11,8847.63,4.58,2021-09-02,COMPLETED
T000357,PF0051,U015,S007,NVDA,BUY,30,555.24,16657.2,2.41,2023-06-20,COMPLETED
T000358,PF0051,U015,S007,NVDA,SELL,48,599.43,28772.64,1.73,2022-11-18,COMPLETED
T000359,PF0051,U015,S007,NVDA,SELL,30,582.04,17461.2,1.54,2022-05-23,FAILED
T000360,PF0051,U015,S007,NVDA,SELL,38,517.66,19671.08,4.18,2023-06-01,PENDING
T000361,PF0051,U015,S007,NVDA,BUY,12,570.21,6842.52,3.42,2023-09-07,COMPLETED
T000362,PF0051,U015,S007,NVDA,BUY,30,575.65,17269.5,2.05,2021-12-27,PENDING
T000363,PF0051,U015,S007,NVDA,BUY,31,534.38,16565.78,3.75,2023-08-01,FAILED
T000364,PF0051,U015,S007,NVDA,BUY,43,558.66,24022.38,3.25,2022-03-04,PENDING
T000365,PF0051,U015,S007,NVDA,SELL,30,534.73,16041.9,2.37,2021-10-13,PENDING
T000366,PF0051,U015,S007,NVDA,SELL,16,554.94,8879.04,0.55,2021-07-01,COMPLETED
T000367,PF0051,U015,S007,NVDA,BUY,40,582.98,23319.2,1.65,2023-04-12,COMPLETED
T000368,PF0051,U015,S007,NVDA,BUY,48,510.01,24480.48,4.54,2023-11-29,FAILED
T000369,PF0052,U015,S001,AAPL,BUY,13,204.92,2663.96,3.83,2022-04-29,FAILED
T000370,PF0052,U015,S001,AAPL,BUY,7,199.54,1396.78,1.43,2021-04-08,COMPLETED
T000371,PF0052,U015,S001,AAPL,SELL,46,214.14,9850.44,0.95,2021-06-09,FAILED
T000372,PF0052,U015,S001,AAPL,BUY,22,179.27,3943.94,1.53,2022-08-15,PENDING
T000373,PF0052,U015,S001,AAPL,BUY,23,206.04,4738.92,0.54,2021-11-26,COMPLETED
T000374,PF0052,U015,S001,AAPL,BUY,5,195.67,978.35,2.73,2023-11-21,COMPLETED
T000375,PF0052,U015,S001,AAPL,BUY,9,192.62,1733.58,3.65,2021-07-23,FAILED
T000376,PF0053,U015,S003,TSLA,SELL,13,238.11,3095.43,4.21,2021-03-01,COMPLETED
T000377,PF0053,U015,S003,TSLA,SELL,35,201.18,7041.3,2.82,2021-11-09,PENDING
T000378,PF0053,U015,S003,TSLA,SELL,34,234.88,7985.92,3.44,2021-04-02,FAILED
T000379,PF0053,U015,S003,TSLA,BUY,20,228.12,4562.4,3.83,2023-12-14,COMPLETED
T000380,PF0053,U015,S003,TSLA,SELL,8,199.2,1593.6,1.22,2021-07-21,COMPLETED
T000381,PF0053,U015,S003,TSLA,BUY,49,236.83,11604.67,4.5,2023-04-17,COMPLETED
T000382,PF0053,U015,S003,TSLA,BUY,39,236.09,9207.51,1.42,2021-04-14,COMPLETED
T000383,PF0053,U015,S003,TSLA,SELL,33,215.1,7098.3,4.87,2021-01-26,COMPLETED
T000384,PF0053,U015,S003,TSLA,SELL,22,233.23,5131.06,3.11,2022-09-14,COMPLETED
T000385,PF0054,U015,S005,AMZN,BUY,2,193.1,386.2,0.58,2021-02-09,PENDING
T000386,PF0054,U015,S005,AMZN,BUY,6,201.74,1210.44,3.54,2022-03-04,COMPLETED
T000387,PF0054,U015,S005,AMZN,BUY,3,184.5,553.5,3.67,2021-07-07,COMPLETED
T000388,PF0054,U015,S005,AMZN,BUY,1,177.37,177.37,1.68,2023-02-22,PENDING
T000389,PF0054,U015,S005,AMZN,BUY,8,194.09,1552.72,3.38,2021-04-02,COMPLETED
T000390,PF0054,U015,S005,AMZN,SELL,5,195.56,977.8,3.08,2021-09-23,COMPLETED
T000391,PF0054,U015,S005,AMZN,SELL,1,183.48,183.48,3.39,2021-10-29,PENDING
T000392,PF0054,U015,S005,AMZN,BUY,4,184.6,738.4,1.08,2022-01-04,COMPLETED
T000393,PF0054,U015,S005,AMZN,BUY,1,205.5,205.5,1.82,2022-08-16,PENDING
T000394,PF0054,U015,S005,AMZN,BUY,5,176.36,881.8,1.05,2021-01-05,COMPLETED
T000395,PF0054,U015,S005,AMZN,BUY,8,195.7,1565.6,1.1,2022-06-13,PENDING
T000396,PF0054,U015,S005,AMZN,SELL,3,200.46,601.38,1.07,2023-12-28,COMPLETED
T000397,PF0055,U016,S005,AMZN,BUY,45,196.43,8839.35,3.45,2022-05-30,PENDING
T000398,PF0055,U016,S005,AMZN,SELL,5,207.06,1035.3,4.1,2022-06-28,FAILED
T000399,PF0055,U016,S005,AMZN,BUY,38,200.31,7611.78,3.71,2023-12-26,PENDING
T000400,PF0055,U016,S005,AMZN,BUY,48,195.29,9373.92,2.17,2022-12-07,COMPLETED
T000401,PF0055,U016,S005,AMZN,BUY,30,204.71,6141.3,1.08,2021-11-10,COMPLETED
T000402,PF0055,U016,S005,AMZN,BUY,35,218.28,7639.8,1.5,2023-05-23,PENDING
T000403,PF0055,U016,S005,AMZN,SELL,11,178.21,1960.31,2.77,2023-07-13,COMPLETED
T000404,PF0055,U016,S005,AMZN,BUY,8,201.72,1613.76,1.93,2021-02-26,FAILED
T000405,PF0055,U016,S005,AMZN,SELL,6,204.23,1225.38,4.05,2022-08-12,COMPLETED
T000406,PF0055,U016,S005,AMZN,BUY,36,215.17,7746.12,0.64,2022-02-09,FAILED
T000407,PF0055,U016,S005,AMZN,BUY,20,207.8,4156.0,0.68,2023-08-03,COMPLETED
T000408,PF0056,U016,S003,TSLA,SELL,33,264.26,8720.58,1.37,2022-11-29,FAILED
T000409,PF0056,U016,S003,TSLA,SELL,35,282.56,9889.6,1.57,2021-06-03,PENDING
T000410,PF0056,U016,S003,TSLA,BUY,24,298.27,7158.48,4.21,2023-11-01,FAILED
T000411,PF0056,U016,S003,TSLA,SELL,38,255.38,9704.44,0.86,2021-10-04,FAILED
T000412,PF0056,U016,S003,TSLA,BUY,27,258.08,6968.16,1.91,2022-03-31,PENDING
T000413,PF0056,U016,S003,TSLA,BUY,4,288.61,1154.44,4.83,2022-10-19,COMPLETED
T000414,PF0056,U016,S003,TSLA,BUY,36,283.7,10213.2,1.33,2022-05-26,COMPLETED
T000415,PF0057,U016,S006,JPM,SELL,47,174.12,8183.64,1.48,2023-09-07,COMPLETED
T000416,PF0057,U016,S006,JPM,BUY,49,194.29,9520.21,2.52,2022-01-20,FAILED
T000417,PF0057,U016,S006,JPM,BUY,27,178.82,4828.14,3.64,2023-10-16,FAILED
T000418,PF0057,U016,S006,JPM,BUY,38,197.35,7499.3,1.24,2023-01-26,COMPLETED
T000419,PF0057,U016,S006,JPM,SELL,3,190.0,570.0,2.55,2021-06-03,COMPLETED
T000420,PF0057,U016,S006,JPM,SELL,18,161.74,2911.32,3.89,2023-09-04,COMPLETED
T000421,PF0057,U016,S006,JPM,SELL,5,199.71,998.55,4.01,2022-12-13,COMPLETED
T000422,PF0058,U016,S002,MSFT,SELL,24,479.24,11501.76,2.91,2021-06-03,COMPLETED
T000423,PF0058,U016,S002,MSFT,BUY,2,507.83,1015.66,4.93,2022-02-08,FAILED
T000424,PF0058,U016,S002,MSFT,BUY,6,464.45,2786.7,1.65,2022-09-07,COMPLETED
T000425,PF0058,U016,S002,MSFT,SELL,9,489.4,4404.6,1.85,2021-08-04,PENDING
T000426,PF0058,U016,S002,MSFT,SELL,37,467.15,17284.55,2.61,2021-03-29,COMPLETED
T000427,PF0058,U016,S002,MSFT,SELL,33,458.55,15132.15,4.0,2021-01-26,COMPLETED
T000428,PF0058,U016,S002,MSFT,BUY,30,490.1,14703.0,3.61,2021-12-16,COMPLETED
T000429,PF0058,U016,S002,MSFT,SELL,2,458.59,917.18,1.1,2021-11-19,PENDING
T000430,PF0059,U016,S001,AAPL,SELL,37,227.62,8421.94,4.43,2022-09-01,COMPLETED
T000431,PF0059,U016,S001,AAPL,SELL,44,185.88,8178.72,1.46,2023-05-15,COMPLETED
T000432,PF0059,U016,S001,AAPL,SELL,15,206.2,3093.0,0.95,2022-01-12,PENDING
T000433,PF0059,U016,S001,AAPL,SELL,48,205.61,9869.28,3.15,2022-09-28,COMPLETED
T000434,PF0059,U016,S001,AAPL,BUY,37,190.41,7045.17,2.6,2022-01-12,COMPLETED
T000435,PF0059,U016,S001,AAPL,BUY,44,191.79,8438.76,0.92,2023-01-30,PENDING
T000436,PF0059,U016,S001,AAPL,BUY,16,186.95,2991.2,1.69,2022-02-21,COMPLETED
T000437,PF0059,U016,S001,AAPL,BUY,24,187.54,4500.96,4.03,2023-09-18,COMPLETED
T000438,PF0059,U016,S001,AAPL,BUY,6,223.4,1340.4,2.63,2022-10-28,COMPLETED
T000439,PF0059,U016,S001,AAPL,BUY,49,203.82,9987.18,1.39,2021-12-21,COMPLETED
T000440,PF0059,U016,S001,AAPL,SELL,44,204.21,8985.24,0.63,2022-05-25,COMPLETED
T000441,PF0059,U016,S001,AAPL,BUY,21,187.3,3933.3,3.42,2021-11-01,COMPLETED
T000442,PF0060,U016,S008,META,BUY,22,377.73,8310.06,3.36,2021-06-29,COMPLETED
T000443,PF0060,U016,S008,META,SELL,2,410.94,821.88,0.62,2023-05-02,COMPLETED
T000444,PF0060,U016,S008,META,BUY,48,390.26,18732.48,3.12,2022-12-05,COMPLETED
T000445,PF0060,U016,S008,META,BUY,9,370.67,3336.03,4.89,2021-02-18,COMPLETED
T000446,PF0060,U016,S008,META,BUY,28,423.45,11856.6,2.47,2022-01-18,COMPLETED
T000447,PF0061,U017,S002,MSFT,BUY,43,389.51,16748.93,3.98,2021-10-15,COMPLETED
T000448,PF0061,U017,S002,MSFT,SELL,7,465.73,3260.11,1.9,2021-06-29,FAILED
T000449,PF0061,U017,S002,MSFT,SELL,20,401.86,8037.2,1.14,2023-03-31,COMPLETED
T000450,PF0061,U017,S002,MSFT,BUY,22,405.95,8930.9,2.47,2023-02-07,COMPLETED
T000451,PF0061,U017,S002,MSFT,SELL,26,425.8,11070.8,3.73,2023-02-09,FAILED
T000452,PF0061,U017,S002,MSFT,BUY,7,401.82,2812.74,3.25,2022-06-15,COMPLETED
T000453,PF0061,U017,S002,MSFT,BUY,13,389.27,5060.51,2.06,2021-02-17,COMPLETED
T000454,PF0062,U017,S001,AAPL,SELL,33,154.45,5096.85,1.43,2021-11-29,COMPLETED
T000455,PF0062,U017,S001,AAPL,BUY,34,153.49,5218.66,0.63,2023-07-17,PENDING
T000456,PF0062,U017,S001,AAPL,BUY,32,179.03,5728.96,2.78,2022-03-31,FAILED
T000457,PF0062,U017,S001,AAPL,SELL,41,182.95,7500.95,4.13,2023-09-13,COMPLETED
T000458,PF0062,U017,S001,AAPL,SELL,19,186.33,3540.27,2.11,2022-01-10,COMPLETED
T000459,PF0062,U017,S001,AAPL,SELL,32,170.56,5457.92,1.64,2023-10-09,COMPLETED
T000460,PF0062,U017,S001,AAPL,BUY,38,161.5,6137.0,1.87,2023-03-24,COMPLETED
T000461,PF0062,U017,S001,AAPL,BUY,1,166.76,166.76,2.89,2021-03-19,FAILED
T000462,PF0062,U017,S001,AAPL,BUY,35,168.54,5898.9,4.81,2021-07-15,PENDING
T000463,PF0062,U017,S001,AAPL,SELL,14,170.87,2392.18,3.17,2022-06-08,FAILED
T000464,PF0062,U017,S001,AAPL,SELL,19,176.69,3357.11,2.21,2022-05-23,FAILED
T000465,PF0063,U017,S004,GOOGL,BUY,17,139.86,2377.62,1.21,2021-07-22,COMPLETED
T000466,PF0063,U017,S004,GOOGL,SELL,23,163.88,3769.24,3.21,2021-12-31,COMPLETED
T000467,PF0063,U017,S004,GOOGL,SELL,4,158.52,634.08,4.95,2021-05-14,COMPLETED
T000468,PF0064,U018,S007,NVDA,SELL,30,423.39,12701.7,3.03,2023-06-28,PENDING
T000469,PF0064,U018,S007,NVDA,BUY,7,492.79,3449.53,1.83,2021-07-16,COMPLETED
T000470,PF0064,U018,S007,NVDA,BUY,4,442.55,1770.2,2.17,2023-09-13,COMPLETED
T000471,PF0064,U018,S007,NVDA,SELL,45,500.01,22500.45,1.83,2023-12-13,FAILED
T000472,PF0065,U018,S002,MSFT,BUY,18,527.09,9487.62,2.57,2023-02-02,FAILED
T000473,PF0065,U018,S002,MSFT,BUY,16,473.58,7577.28,4.03,2022-05-31,PENDING
T000474,PF0065,U018,S002,MSFT,SELL,37,472.19,17471.03,1.68,2023-05-01,COMPLETED
T000475,PF0065,U018,S002,MSFT,SELL,23,503.34,11576.82,2.09,2023-05-19,PENDING
T000476,PF0065,U018,S002,MSFT,BUY,8,446.95,3575.6,3.76,2023-11-20,COMPLETED
T000477,PF0065,U018,S002,MSFT,SELL,19,500.17,9503.23,4.38,2022-12-09,COMPLETED
T000478,PF0065,U018,S002,MSFT,SELL,34,452.75,15393.5,4.32,2022-09-23,COMPLETED
T000479,PF0065,U018,S002,MSFT,BUY,39,529.93,20667.27,2.27,2021-02-05,COMPLETED
T000480,PF0065,U018,S002,MSFT,BUY,30,471.62,14148.6,4.16,2022-11-16,COMPLETED
T000481,PF0065,U018,S002,MSFT,BUY,3,457.94,1373.82,4.64,2023-08-16,COMPLETED
T000482,PF0066,U019,S006,JPM,BUY,11,196.31,2159.41,1.54,2022-06-13,COMPLETED
T000483,PF0066,U019,S006,JPM,SELL,23,173.23,3984.29,1.11,2021-06-28,COMPLETED
T000484,PF0066,U019,S006,JPM,SELL,11,174.55,1920.05,3.98,2023-02-03,COMPLETED
T000485,PF0066,U019,S006,JPM,SELL,38,188.03,7145.14,4.06,2023-09-04,FAILED
T000486,PF0066,U019,S006,JPM,SELL,29,205.92,5971.68,4.54,2023-10-30,PENDING
T000487,PF0066,U019,S006,JPM,SELL,12,181.67,2180.04,1.44,2022-11-24,COMPLETED
T000488,PF0066,U019,S006,JPM,SELL,15,207.62,3114.3,4.97,2021-11-10,PENDING
T000489,PF0066,U019,S006,JPM,SELL,9,203.2,1828.8,2.83,2021-10-07,COMPLETED
T000490,PF0066,U019,S006,JPM,BUY,48,197.41,9475.68,0.86,2023-05-24,COMPLETED
T000491,PF0066,U019,S006,JPM,BUY,9,188.99,1700.91,2.7,2021-06-23,COMPLETED
T000492,PF0066,U019,S006,JPM,BUY,41,199.45,8177.45,4.78,2021-04-09,FAILED
T000493,PF0066,U019,S006,JPM,SELL,37,201.13,7441.81,2.22,2022-07-08,COMPLETED
T000494,PF0067,U019,S003,TSLA,BUY,23,278.99,6416.77,1.0,2022-12-15,COMPLETED
T000495,PF0067,U019,S003,TSLA,BUY,36,284.57,10244.52,1.37,2022-05-27,FAILED
T000496,PF0067,U019,S003,TSLA,BUY,43,299.36,12872.48,4.94,2022-10-14,COMPLETED
T000497,PF0067,U019,S003,TSLA,SELL,15,278.42,4176.3,4.32,2022-11-16,COMPLETED
T000498,PF0067,U019,S003,TSLA,SELL,40,278.98,11159.2,1.37,2021-06-02,COMPLETED
T000499,PF0068,U019,S005,AMZN,BUY,22,149.77,3294.94,4.89,2023-12-01,COMPLETED
T000500,PF0068,U019,S005,AMZN,SELL,43,180.88,7777.84,2.18,2023-09-11,COMPLETED
T000501,PF0068,U019,S005,AMZN,BUY,35,173.79,6082.65,0.5,2023-01-26,COMPLETED
T000502,PF0069,U020,S003,TSLA,BUY,36,265.53,9559.08,2.64,2021-08-06,COMPLETED
T000503,PF0069,U020,S003,TSLA,BUY,38,276.16,10494.08,4.88,2023-12-19,COMPLETED
T000504,PF0069,U020,S003,TSLA,BUY,42,268.01,11256.42,3.06,2021-09-17,COMPLETED
T000505,PF0069,U020,S003,TSLA,BUY,5,274.35,1371.75,4.14,2021-07-09,FAILED
T000506,PF0069,U020,S003,TSLA,SELL,23,235.3,5411.9,2.12,2023-01-12,FAILED
T000507,PF0069,U020,S003,TSLA,BUY,13,229.64,2985.32,4.7,2021-02-15,FAILED
T000508,PF0069,U020,S003,TSLA,BUY,28,277.19,7761.32,4.48,2023-02-14,COMPLETED
T000509,PF0069,U020,S003,TSLA,BUY,1,238.34,238.34,4.07,2021-04-08,COMPLETED
T000510,PF0069,U020,S003,TSLA,SELL,2,231.5,463.0,2.8,2021-06-25,FAILED
T000511,PF0070,U020,S002,MSFT,SELL,34,410.62,13961.08,2.68,2022-12-12,COMPLETED
T000512,PF0070,U020,S002,MSFT,BUY,1,400.94,400.94,3.08,2023-09-08,COMPLETED
T000513,PF0070,U020,S002,MSFT,BUY,19,403.59,7668.21,4.58,2022-03-14,COMPLETED
T000514,PF0070,U020,S002,MSFT,BUY,40,375.54,15021.6,2.27,2021-12-24,PENDING
T000515,PF0070,U020,S002,MSFT,BUY,22,359.52,7909.44,4.59,2021-09-15,COMPLETED
T000516,PF0070,U020,S002,MSFT,BUY,20,418.55,8371.0,4.63,2023-09-19,FAILED
T000517,PF0070,U020,S002,MSFT,SELL,21,428.84,9005.64,3.56,2022-01-25,COMPLETED
T000518,PF0070,U020,S002,MSFT,BUY,32,425.71,13622.72,1.67,2022-08-01,COMPLETED
T000519,PF0071,U020,S006,JPM,SELL,37,223.25,8260.25,0.98,2023-05-19,PENDING
T000520,PF0071,U020,S006,JPM,BUY,3,202.57,607.71,4.52,2022-10-07,FAILED
T000521,PF0071,U020,S006,JPM,SELL,27,208.03,5616.81,3.8,2023-08-24,COMPLETED
T000522,PF0071,U020,S006,JPM,BUY,18,210.57,3790.26,4.8,2023-02-06,COMPLETED
T000523,PF0071,U020,S006,JPM,BUY,28,203.29,5692.12,1.18,2021-03-22,PENDING
T000524,PF0071,U020,S006,JPM,SELL,33,202.84,6693.72,1.56,2022-02-22,FAILED
T000525,PF0072,U020,S004,GOOGL,SELL,21,146.77,3082.17,2.62,2023-02-13,COMPLETED
T000526,PF0072,U020,S004,GOOGL,BUY,14,169.34,2370.76,0.99,2021-08-19,COMPLETED
T000527,PF0072,U020,S004,GOOGL,SELL,39,157.16,6129.24,1.16,2022-05-27,COMPLETED
T000528,PF0072,U020,S004,GOOGL,SELL,29,158.02,4582.58,1.71,2021-12-22,COMPLETED
T000529,PF0072,U020,S004,GOOGL,BUY,41,159.47,6538.27,2.25,2022-02-25,COMPLETED
T000530,PF0072,U020,S004,GOOGL,SELL,24,152.81,3667.44,3.1,2023-01-03,PENDING
T000531,PF0072,U020,S004,GOOGL,SELL,9,165.18,1486.62,4.24,2023-09-28,COMPLETED
T000532,PF0072,U020,S004,GOOGL,SELL,47,144.81,6806.07,4.78,2023-08-18,COMPLETED
T000533,PF0072,U020,S004,GOOGL,BUY,24,152.66,3663.84,2.67,2022-12-15,COMPLETED
